CDCN,Campus Name,CDN,Charter,Site Street Address,Site City,Site Zip5,Address,Enrollment,Grade,Latitude,Longitude,Phone,Website,ObjectId,x,y
220819003,HIGH POINT ACADEMY FW EL,220819,HIGH POINT ACADEMY,8300 W FWY,FORT WORTH,"76,108","8300 W FWY, FORT WORTH, TX 76108",470,KG 01 02 03 04 05 06,32.64,-97.35,(817) 600-1735,www.thehighpointdifference.com,458,-10836779.115409967,3847811.9287016676
220819002,HIGH POINT ACADEMY SFW,220819,HIGH POINT ACADEMY,7241 CROWLEY RD,FORT WORTH,"76,134","7241 CROWLEY RD, FORT WORTH, TX 76134",390,KG 01 02 03 04 05 06,32.64,-97.35,(817) 600-6269,www.thehighpointdifference.com,459,-10836779.395935085,3847762.774697969
193801101,HILL COUNTRY YOUTH RANCH,193801,BIG SPRINGS CHARTER SCHOOL,3484 HWY 27 W,INGRAM,"78,025","3484 HWY 27 W, INGRAM, TX 78025",86,KG 01 02 03 04 05 06 07 08 09 10 11 12,30.08,-99.25,(830) 367-6100,www.bscsk12.com,460,-11048022.926302036,3514403.715804902
108802101,HORIZON MONTESSORI,108802,HORIZON MONTESSORI PUBLIC SCHOOLS,320 N MAIN ST,MCALLEN,"78,501","320 N MAIN ST, MCALLEN, TX 78501",391,PK KG 01 02 03 04 05 06 07 08 09,26.21,-98.23,(956) 631-0234,www.hmps.net,461,-10935380.99891996,3024591.3020885694
108802104,HORIZON MONTESSORI - PEARLAND,108802,HORIZON MONTESSORI PUBLIC SCHOOLS,2319 N GRAND BLVD,PEARLAND,"77,581","2319 N GRAND BLVD, PEARLAND, TX 77581",293,PK KG 01 02 03 04 05 06 07 08,29.57,-95.28,(281) 485-2500,www.hmps.net,462,-10606887.101268834,3447885.314051373
108802102,HORIZON MONTESSORI II,108802,HORIZON MONTESSORI PUBLIC SCHOOLS,1223 SUGARCANE DR,WESLACO,"78,596","1223 SUGARCANE DR, WESLACO, TX 78596",354,PK KG 01 02 03 04 05 06 07 08 09,26.18,-98.00,(956) 969-0044,www.hmps.net,463,-10909639.754828066,3021916.2044866686
108802103,HORIZON MONTESSORI III,108802,HORIZON MONTESSORI PUBLIC SCHOOLS,2802 S 77 SUNSHINE STRIP,HARLINGEN,"78,550","2802 S 77 SUNSHINE STRIP, HARLINGEN, TX 78550",354,PK KG 01 02 03 04 05 06 07 08 09,26.17,-97.67,(956) 423-8207,www.hmps.net,464,-10872196.87748354,3019830.825421074
101878001,HOUSTON CLASSICAL,101878,HOUSTON CLASSICAL CHARTER SCHOOL,6403 ADDICKS CLODINE RD,HOUSTON,"77,083","6403 ADDICKS CLODINE RD, HOUSTON, TX 77083",131,KG 01 02,29.71,-95.66,(713) 748-9626,www.houstonclassical.org,465,-10649056.983791906,3466137.484927933
101828101,HOUSTON GATEWAY ACADEMY,101828,HOUSTON GATEWAY ACADEMY INC,3400 EVERGREEN DR,HOUSTON,"77,087","3400 EVERGREEN DR, HOUSTON, TX 77087",630,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,29.70,-95.29,(713) 649-2706,www.hgaschools.org,466,-10607926.391166829,3464531.5254922397
101828001,HOUSTON GATEWAY ACADEMY - CORAL CAMPUS,101828,HOUSTON GATEWAY ACADEMY INC,1020 CORAL ST,HOUSTON,"77,012","1020 CORAL ST, HOUSTON, TX 77012",854,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,29.72,-95.29,(713) 923-5060,www.hgaschools.org,467,-10607459.000700006,3467089.613305233
101828002,HOUSTON GATEWAY ACADEMY INC ELITE COLLEGE PREP,101828,HOUSTON GATEWAY ACADEMY INC,7310 BOWIE,HOUSTON,"77,012","7310 BOWIE, HOUSTON, TX 77012",598,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,29.71,-95.29,(713) 644-8292,www.hgaschools.org,468,-10607350.96958697,3466926.959780256
101821001,HOUSTON HEIGHTS CHARTER SCHOOL,101821,HOUSTON HEIGHTS HIGH SCHOOL,1125 LAWRENCE ST,HOUSTON,"77,008","1125 LAWRENCE ST, HOUSTON, TX 77008",175,09 10 11 12,29.79,-95.41,(713) 868-9797,www.heightshs.org,469,-10620668.311740093,3476800.4226144115
071801001,HOWARD BURNHAM EL,071801,BURNHAM WOOD CHARTER SCHOOL DISTRICT,7310 BISHOP FLORES DR,EL PASO,"79,912","7310 BISHOP FLORES DR, EL PASO, TX 79912",330,PK KG 01 02 03 04 05,31.86,-106.56,(915) 584-9499,www.burnhamwood.org,470,-11862081.64146323,3744654.2972990144
221801005,HUNTSVILLE CLASSICAL ACADEMY,221801,TEXAS COLLEGE PREPARATORY ACADEMIES,7174 S HWY 75,HUNTSVILLE,"77,340","7174 S HWY 75, HUNTSVILLE, TX 77340",385,PK KG 01 02 03 04 05 06 07 08 09 10 11 12,30.71,-95.55,(936) 291-0203,www.responsiveed.com,471,-10636463.895151442,3594792.94364846
072802001,HUSTON ACADEMY,072802,ERATH EXCELS ACADEMY INC,680 PEACH ORCHARD RD,STEPHENVILLE,"76,401","680 PEACH ORCHARD RD, STEPHENVILLE, TX 76401",45,07 08 09 10 11 12,32.19,-98.25,(254) 965-8883,www.hustonacademy.com,472,-10937425.541668445,3788728.5484524597
108807101,IDEA ACADEMY,108807,IDEA PUBLIC SCHOOLS,401 S 1ST ST,DONNA,"78,537","401 S 1ST ST, DONNA, TX 78537",768,PK KG 01 02 03 04 05,26.17,-98.07,(956) 464-0203,www.ideapublicschools.org,473,-10916615.383664373,3019673.9275745885
108807107,IDEA ACADEMY ALAMO,108807,IDEA PUBLIC SCHOOLS,325 E SH 495,ALAMO,"78,516","325 E SH 495, ALAMO, TX 78516",779,PK KG 01 02 03 04 05,26.20,-98.10,(956) 588-4005,www.ideapublicschools.org,474,-10920604.848235838,3023945.672125547
108807104,IDEA ACADEMY MISSION,108807,IDEA PUBLIC SCHOOLS,1600 S SCHUERBACH RD,MISSION,"78,572","1600 S SCHUERBACH RD, MISSION, TX 78572",850,PK KG 01 02 03 04 05,26.20,-98.36,(956) 583-8315,www.ideapublicschools.org,475,-10949926.601372676,3023420.758392821
108807108,IDEA ACADEMY PHARR,108807,IDEA PUBLIC SCHOOLS,600 E LAS MILPAS RD,PHARR,"78,577","600 E LAS MILPAS RD, PHARR, TX 78577",813,PK KG 01 02 03 04 05,26.11,-98.19,(956) 283-1515,www.ideapublicschools.org,476,-10930347.119301144,3013326.019184967
108807105,IDEA ACADEMY SAN BENITO,108807,IDEA PUBLIC SCHOOLS,2151 RUSSELL LN,SAN BENITO,"78,586","2151 RUSSELL LN, SAN BENITO, TX 78586",850,PK KG 01 02 03 04 05,26.17,-97.65,(956) 399-5252,www.ideapublicschools.org,477,-10870513.67557578,3019628.1604936346
108807106,IDEA ACADEMY SAN JUAN,108807,IDEA PUBLIC SCHOOLS,200 N NEBRASKA AVE,SAN JUAN,"78,589","200 N NEBRASKA AVE, SAN JUAN, TX 78589",777,PK KG 01 02 03 04 05,26.19,-98.15,(956) 702-5150,www.ideapublicschools.org,478,-10926526.594302103,3023243.47682432
108807110,IDEA ACADEMY WESLACO,108807,IDEA PUBLIC SCHOOLS,2931 E SUGAR CANE DR,WESLACO,"78,599","2931 E SUGAR CANE DR, WESLACO, TX 78599",668,KG 01 02 03 04 05,26.18,-97.96,(956) 351-4100,www.ideapublicschools.org,479,-10905244.04313329,3022007.9120636676
108807187,IDEA ACHIEVE ACADEMY,108807,IDEA PUBLIC SCHOOLS,1900 THOMAS RD,HALTOM CITY,"76,117","1900 THOMAS RD, HALTOM CITY, TX 76117",517,PK KG 01 02 03,32.79,-97.26,(817) 885-4700,www.ideapublicschools.org,480,-10827359.941374322,3867283.4591774466
108807087,IDEA ACHIEVE COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,1900 THOMAS RD,HALTOM CITY,"76,117","1900 THOMAS RD, HALTOM CITY, TX 76117",293,06 07 08,32.79,-97.26,(956) 885-4700,www.ideapublicschools.org,481,-10827359.941374322,3867283.4591774466
108807304,IDEA AMBER CREEK ACADEMY,108807,IDEA PUBLIC SCHOOLS,10170 KRIEWALD RD,SAN ANTONIO,"78,245","10170 KRIEWALD RD, SAN ANTONIO, TX 78245",275,PK KG 01,29.39,-98.69,(210) 239-4970,www.ideapublicschools.org,482,-10986232.043990148,3425428.606221409
108807204,IDEA AMBER CREEK COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,10170 KRIEWALD RD,SAN ANTONIO,"78,245","10170 KRIEWALD RD, SAN ANTONIO, TX 78245",65,06,29.39,-98.69,(210) 239-4970,www.ideapublicschools.org,483,-10986232.043990148,3425428.606221409
108807137,IDEA BLUFF SPRINGS ACADEMY,108807,IDEA PUBLIC SCHOOLS,1700 E SLAUGHTER LN,AUSTIN,"78,744","1700 E SLAUGHTER LN, AUSTIN, TX 78744",675,KG 01 02 03 04 05,30.15,-97.77,(512) 822-4200,www.ideapublicschools.org,484,-10883634.80154165,3523239.5589382527
108807037,IDEA BLUFF SPRINGS COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,1700 E SLAUGHTER LN,AUSTIN,"78,744","1700 E SLAUGHTER LN, AUSTIN, TX 78744",658,06 07 08 09 10 11,30.15,-97.77,(512) 822-4200,www.ideapublicschools.org,485,-10883634.80154165,3523239.5589382527
108807128,IDEA BRACKENRIDGE ACADEMY,108807,IDEA PUBLIC SCHOOLS,5555 OLD PEARSALL RD,SAN ANTONIO,"78,242","5555 OLD PEARSALL RD, SAN ANTONIO, TX 78242",827,PK KG 01 02 03 04 05,29.35,-98.61,(210) 639-3068,www.ideapublicschools.org,486,-10976784.008150125,3420597.244311801
108807028,IDEA BRACKENRIDGE COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,5555 OLD PEARSALL RD,SAN ANTONIO,"78,242","5555 OLD PEARSALL RD, SAN ANTONIO, TX 78242",502,06 07 08 09 10,29.35,-98.61,(210) 239-4300,www.ideapublicschools.org,487,-10976784.008150125,3420597.244311801
108807112,IDEA BROWNSVILLE ACADEMY,108807,IDEA PUBLIC SCHOOLS,4395 PAREDES LINE RD,BROWNSVILLE,"78,526","4395 PAREDES LINE RD, BROWNSVILLE, TX 78526",694,KG 01 02 03 04 05,25.97,-97.49,(956) 832-5150,www.ideapublicschools.org,488,-10852024.164940013,2995304.493406733
108807012,IDEA BROWNSVILLE COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,4395 PAREDES LINE RD,BROWNSVILLE,"78,526","4395 PAREDES LINE RD, BROWNSVILLE, TX 78526",738,06 07 08 09 10 11 12,25.97,-97.49,(956) 832-5150,www.ideapublicschools.org,489,-10852024.164940013,2995304.493406733
108807192,IDEA BURKE ACADEMY,108807,IDEA PUBLIC SCHOOLS,10434 MARBACH RD,SAN ANTONIO,"78,245","10434 MARBACH RD, SAN ANTONIO, TX 78245",667,PK KG 01 02 03,29.41,-98.70,(210) 239-4650,www.ideapublicschools.org,490,-10987353.779329412,3427485.56323198
108807092,IDEA BURKE COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,10434 MARBACH RD,SAN ANTONIO,"78,245","10434 MARBACH RD, SAN ANTONIO, TX 78245",332,06 07 08,29.41,-98.70,(210) 239-4650,www.ideapublicschools.org,491,-10987353.779329412,3427485.56323198
108807120,IDEA CARVER ACADEMY,108807,IDEA PUBLIC SCHOOLS,217 ROBINSON PL,SAN ANTONIO,"78,202","217 ROBINSON PL, SAN ANTONIO, TX 78202",629,KG 01 02 03 04 05 06,29.42,-98.47,(210) 223-8885,www.ideapublicschools.org,492,-10961910.672210958,3429389.265370745
108807020,IDEA CARVER COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,217 ROBINSON PL,SAN ANTONIO,"78,202","217 ROBINSON PL, SAN ANTONIO, TX 78202",695,06 07 08 09 10 11 12,29.42,-98.47,(210) 223-8885,www.ideapublicschools.org,493,-10961910.672210958,3429389.265370745
108807001,IDEA COLLEGE PREP,108807,IDEA PUBLIC SCHOOLS,401 S 1ST ST,DONNA,"78,537","401 S 1ST ST, DONNA, TX 78537",716,06 07 08 09 10 11 12,26.17,-98.07,(956) 464-0203,www.ideapublicschools.org,494,-10916615.383664373,3019673.9275745885
108807010,IDEA COLLEGE PREP WESLACO,108807,IDEA PUBLIC SCHOOLS,2931 E SUGAR CANE DR,WESLACO,"78,599","2931 E SUGAR CANE DR, WESLACO, TX 78599",749,06 07 08 09 10 11 12,26.18,-97.96,(956) 351-4100,www.ideapublicschools.org,495,-10905244.04313329,3022007.9120636676
108807007,IDEA COLLEGE PREPARATORY ALAMO,108807,IDEA PUBLIC SCHOOLS,325 E SH 495,ALAMO,"78,516","325 E SH 495, ALAMO, TX 78516",736,06 07 08 09 10 11 12,26.20,-98.10,(956) 588-4006,www.ideapublicschools.org,496,-10920604.848235838,3023945.672125547
108807004,IDEA COLLEGE PREPARATORY MISSION,108807,IDEA PUBLIC SCHOOLS,1600 S SCHUERBACH RD,MISSION,"78,572","1600 S SCHUERBACH RD, MISSION, TX 78572",779,06 07 08 09 10 11 12,26.20,-98.36,(956) 583-8315,www.ideapublicschools.org,497,-10949926.601372676,3023420.758392821
108807008,IDEA COLLEGE PREPARATORY PHARR,108807,IDEA PUBLIC SCHOOLS,600 E LAS MILPAS RD,PHARR,"78,577","600 E LAS MILPAS RD, PHARR, TX 78577",796,06 07 08 09 10 11 12,26.11,-98.19,(956) 283-1515,www.ideapublicschools.org,498,-10930347.119301144,3013326.019184967
108807005,IDEA COLLEGE PREPARATORY SAN BENITO,108807,IDEA PUBLIC SCHOOLS,2151 RUSSELL LN,SAN BENITO,"78,586","2151 RUSSELL LN, SAN BENITO, TX 78586",763,06 07 08 09 10 11 12,26.17,-97.65,(956) 399-5252,www.ideapublicschools.org,499,-10870513.67557578,3019628.1604936346
108807006,IDEA COLLEGE PREPARATORY SAN JUAN,108807,IDEA PUBLIC SCHOOLS,600 E SIOUX RD,SAN JUAN,"78,589","600 E SIOUX RD, SAN JUAN, TX 78589",736,06 07 08 09 10 11 12,26.21,-98.14,(956) 588-4021,www.ideapublicschools.org,500,-10925240.201851223,3025590.299611434
108807199,IDEA CONVERSE ACADEMY,108807,IDEA PUBLIC SCHOOLS,5160 MARTINEZ,CONVERSE,"78,109","5160 MARTINEZ, CONVERSE, TX 78109",480,PK KG 01 02,29.48,-98.31,(210) 529-3800,www.ideapublicschools.org,501,-10944332.84594089,3436600.582779547
108807099,IDEA CONVERSE COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,5160 MARTINEZ,CONVERSE,"78,109","5160 MARTINEZ, CONVERSE, TX 78109",192,06 07,29.48,-98.31,(956) 377-8000,www.ideapublicschools.org,502,-10944332.84594089,3436600.582779547
108807124,IDEA EASTSIDE ACADEMY,108807,IDEA PUBLIC SCHOOLS,2519 MARTIN LUTHER KING DR,SAN ANTONIO,"78,203","2519 MARTIN LUTHER KING DR, SAN ANTONIO, TX 78203",567,KG 01 02 03 04 05,29.42,-98.44,(210) 239-4800,www.ideapublicschools.org,503,-10958748.753394464,3428586.4376675365
108807024,IDEA EASTSIDE COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,2519 MARTIN LUTHER KING DR,SAN ANTONIO,"78,203","2519 MARTIN LUTHER KING DR, SAN ANTONIO, TX 78203",626,06 07 08 09 10 11 12,29.42,-98.44,(210) 239-4800,www.ideapublicschools.org,504,-10958748.753394464,3428586.4376675365
108807302,IDEA EDGECLIFF ACADEMY,108807,IDEA PUBLIC SCHOOLS,6701 CROWLEY RD,FORT WORTH,"76,134","6701 CROWLEY RD, FORT WORTH, TX 76134",564,PK KG 01 02 03,32.65,-97.35,(817) 885-4800,www.ideapublicschools.org,505,-10837017.906849667,3848776.0108699845
108807202,IDEA EDGECLIFF COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,6701 CROWLEY RD,FORT WORTH,"76,134","6701 CROWLEY RD, FORT WORTH, TX 76134",239,06 07,32.65,-97.35,(210) 718-7693,www.ideapublicschools.org,506,-10837017.906849667,3848776.0108699845
108807184,IDEA EDGEMERE ACADEMY,108807,IDEA PUBLIC SCHOOLS,15101 EDGEMERE BLVD,EL PASO,"79,938","15101 EDGEMERE BLVD, EL PASO, TX 79938",973,PK KG 01 02 03 04,31.80,-106.24,(915) 201-1959,www.ideapublicschools.org,507,-11827123.747998487,3736752.6666312385
108807084,IDEA EDGEMERE COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,15101 EDGEMERE BLVD,EL PASO,"79,938","15101 EDGEMERE BLVD, EL PASO, TX 79938",469,06 07 08 09,31.80,-106.24,(915) 201-1959,www.ideapublicschools.org,508,-11827123.747998487,3736752.6666312385
108807109,IDEA EDINBURG ACADEMY,108807,IDEA PUBLIC SCHOOLS,2753 N ROEGIERS RD,EDINBURG,"78,541","2753 N ROEGIERS RD, EDINBURG, TX 78541",787,PK KG 01 02 03 04 05,26.33,-98.15,(956) 287-6100,www.ideapublicschools.org,509,-10926006.556395302,3039497.9601933197
108807009,IDEA EDINBURG COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,2553 ROEGIERS RD,EDINBURG,"78,541","2553 ROEGIERS RD, EDINBURG, TX 78541",732,06 07 08 09 10 11 12,26.33,-98.15,(956) 287-6300,www.ideapublicschools.org,510,-10926010.843308892,3039474.528485344
108807119,IDEA ELSA ACADEMY,108807,IDEA PUBLIC SCHOOLS,431 S FANNIN,ELSA,"78,577","431 S FANNIN, ELSA, TX 78577",672,PK KG 01 02 03 04 05,26.29,-97.99,(956) 567-4700,www.ideapublicschools.org,511,-10908105.357023234,3035081.860505324
108807019,IDEA ELSA COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,431 S FANNIN,ELSA,"78,543","431 S FANNIN, ELSA, TX 78543",443,06 07 08,26.29,-97.99,(956) 567-4700,www.ideapublicschools.org,512,-10908105.357023234,3035059.133779851
108807129,IDEA EWING HALSELL ACADEMY,108807,IDEA PUBLIC SCHOOLS,2523 W ANSLEY BLVD,SAN ANTONIO,"78,224","2523 W ANSLEY BLVD, SAN ANTONIO, TX 78224",840,PK KG 01 02 03 04 05,29.34,-98.54,(210) 239-4850,www.ideapublicschools.org,513,-10969486.266348455,3419508.6021560016
108807029,IDEA EWING HALSELL COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,2523 W ANSLEY BLVD,SAN ANTONIO,"78,224","2523 W ANSLEY BLVD, SAN ANTONIO, TX 78224",461,06 07 08 09 10,29.34,-98.54,(210) 430-7595,www.ideapublicschools.org,514,-10969486.266348455,3419508.6021560016
108807103,IDEA FRONTIER ACADEMY,108807,IDEA PUBLIC SCHOOLS,2800 S DAKOTA AVE,BROWNSVILLE,"78,521","2800 S DAKOTA AVE, BROWNSVILLE, TX 78521",821,PK KG 01 02 03 04 05,25.89,-97.42,(956) 541-2002,www.ideapublicschools.org,515,-10845175.878922002,2984972.361986557
108807003,IDEA FRONTIER COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,2800 S DAKOTA AVE,BROWNSVILLE,"78,521","2800 S DAKOTA AVE, BROWNSVILLE, TX 78521",763,06 07 08 09 10 11 12,25.89,-97.42,(956) 541-2002,www.ideapublicschools.org,516,-10845175.878922002,2984972.361986557
108807193,IDEA HARDY ACADEMY,108807,IDEA PUBLIC SCHOOLS,1930 LITTLE YORK RD,HOUSTON,"77,093","1930 LITTLE YORK RD, HOUSTON, TX 77093",591,KG 01 02 03 04,29.87,-95.36,(832) 360-7453,www.ideapublicschools.org,517,-10615146.829374509,3486902.5576919615
108807093,IDEA HARDY COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,1930 LITTLE YORK RD,HOUSTON,"77,093","1930 LITTLE YORK RD, HOUSTON, TX 77093",265,06 07,29.87,-95.36,(832) 360-7453,www.ideapublicschools.org,518,-10615146.829374509,3486902.5576919615
108807195,IDEA HARLINGEN ACADEMY,108807,IDEA PUBLIC SCHOOLS,24240 CHESTER PARK RD,HARLINGEN,"78,552","24240 CHESTER PARK RD, HARLINGEN, TX 78552",400,KG 01 02 03,26.20,-97.74,(956) 377-8000,www.ideapublicschools.org,519,-10880000.866933493,3023652.1862052213
108807095,IDEA HARLINGEN COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,24240 CHESTER PARK RD,HARLINGEN,"78,552","24240 CHESTER PARK RD, HARLINGEN, TX 78552",180,06 07,26.20,-97.74,(956) 272-3912,www.ideapublicschools.org,520,-10880000.866933493,3023652.1862052213
108807191,IDEA HEALTH PROFESSIONS ACADEMY,108807,IDEA PUBLIC SCHOOLS,5816 WILCAB RD,AUSTIN,"78,721","5816 WILCAB RD, AUSTIN, TX 78721",341,KG 01 02 03 04 05,30.27,-97.67,(512) 822-4350,www.ideapublicschools.org,521,-10873123.830430595,3538732.410068046
108807091,IDEA HEALTH PROFESSIONS COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,5816 WILCAB RD,AUSTIN,"78,721","5816 WILCAB RD, AUSTIN, TX 78721",255,06 07 08,30.27,-97.67,(512) 822-4350,www.ideapublicschools.org,522,-10873123.830430595,3538732.410068046
108807198,IDEA HIDDEN MEADOW ACADEMY,108807,IDEA PUBLIC SCHOOLS,10138 CULEBRA RD,SAN ANTONIO,"78,250","10138 CULEBRA RD, SAN ANTONIO, TX 78250",507,PK KG 01 02,29.49,-98.69,(210) 529-3900,www.ideapublicschools.org,523,-10986264.003815955,3438079.2640170655
108807098,IDEA HIDDEN MEADOW COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,10138 CULEBRA RD,SAN ANTONIO,"78,250","10138 CULEBRA RD, SAN ANTONIO, TX 78250",149,06 07,29.49,-98.69,(956) 377-8000,www.ideapublicschools.org,524,-10986264.003815955,3438079.2640170655
108807301,IDEA HORIZON VISTA ACADEMY,108807,IDEA PUBLIC SCHOOLS,201 HORIZON CROSSING ST,HORIZON CITY,"79,928","201 HORIZON CROSSING ST, HORIZON CITY, TX 79928",562,PK KG 01 02 03,31.65,-106.28,(915) 888-4300,www.ideapublicschools.org,525,-11831460.644040303,3717420.1731726476
108807201,IDEA HORIZON VISTA COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,201 HORIZON CROSSING ST,HORIZON CITY,"79,928","201 HORIZON CROSSING ST, HORIZON CITY, TX 79928",194,06 07,31.65,-106.28,(915) 888-4300,www.ideapublicschools.org,526,-11831460.644040303,3717420.1731726476
108807130,IDEA INGRAM HILLS ACADEMY,108807,IDEA PUBLIC SCHOOLS,3115 MAJESTIC DR,SAN ANTONIO,"78,228","3115 MAJESTIC DR, SAN ANTONIO, TX 78228",635,PK KG 01 02 03 04,29.47,-98.59,(210) 529-3700,www.ideapublicschools.org,527,-10975537.084024707,3435218.2700568866
108807030,IDEA INGRAM HILLS COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,3115 MAJESTIC DR,SAN ANTONIO,"78,228","3115 MAJESTIC DR, SAN ANTONIO, TX 78228",341,06 07 08 09,29.47,-98.59,(210) 529-3700,www.ideapublicschools.org,528,-10975537.084024707,3435218.2700568866
108807125,IDEA JUDSON ACADEMY,108807,IDEA PUBLIC SCHOOLS,13427 JUDSON RD,SAN ANTONIO,"78,233","13427 JUDSON RD, SAN ANTONIO, TX 78233",694,KG 01 02 03 04 05,29.56,-98.36,(210) 529-3600,www.ideapublicschools.org,529,-10949674.880174119,3447517.9431692446
108807025,IDEA JUDSON COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,13427 JUDSON RD,SAN ANTONIO,"78,233","13427 JUDSON RD, SAN ANTONIO, TX 78233",653,06 07 08 09 10,29.56,-98.36,(210) 529-3600,www.ideapublicschools.org,530,-10949674.880174119,3447517.9431692446
108807139,IDEA KYLE ACADEMY,108807,IDEA PUBLIC SCHOOLS,640 PHILOMENA DR,KYLE,"78,640","640 PHILOMENA DR, KYLE, TX 78640",714,KG 01 02 03 04 05,30.00,-97.86,(512) 822-4300,www.ideapublicschools.org,531,-10894183.89401233,3503176.9524535057
108807039,IDEA KYLE COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,640 PHILOMENA DR,KYLE,"78,640","640 PHILOMENA DR, KYLE, TX 78640",450,06 07 08 09,30.00,-97.86,(512) 822-4300,www.ideapublicschools.org,532,-10894183.89401233,3503176.9524535057
108807303,IDEA LA JOYA ACADEMY,108807,IDEA PUBLIC SCHOOLS,725 E EXPY 83,LA JOYA,"78,560","725 E EXPY 83, LA JOYA, TX 78560",233,KG 01 02,26.25,-98.47,(956) 766-3100,www.ideapublicschools.org,533,-10961714.582927926,3029707.02735244
108807203,IDEA LA JOYA COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,725 E EXPY 83,LA JOYA,"78,560","725 E EXPY 83, LA JOYA, TX 78560",81,06,26.25,-98.47,(956) 766-3100,www.ideapublicschools.org,534,-10961714.582927926,3029707.02735244
108807307,IDEA LAKE HOUSTON ACADEMY,108807,IDEA PUBLIC SCHOOLS,5627 S LAKE HOUSTON PKWY,Houston,"77,049","5627 S LAKE HOUSTON PKWY, Houston, TX 77049",333,KG 01 02,29.81,-95.21,(832) 844-4700,www.ideapublicschools.org,535,-10598851.840010785,3479735.845669523
108807207,IDEA LAKE HOUSTON COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,5627 S LAKE HOUSTON PKWY,Houston,"77,049","5627 S LAKE HOUSTON PKWY, Houston, TX 77049",123,06,29.81,-95.21,(832) 844-4700,www.ideapublicschools.org,536,-10598851.840010785,3479735.845669523
108807189,IDEA LOS ENCINOS ACADEMY,108807,IDEA PUBLIC SCHOOLS,5400 S WARE RD,MCALLEN,"78,503","5400 S WARE RD, MCALLEN, TX 78503",595,PK KG 01 02 03,26.16,-98.27,(956) 429-4150,www.ideapublicschools.org,537,-10939272.22626719,3019018.86932762
108807089,IDEA LOS ENCINOS COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,5400 S WARE RD,MCALLEN,"78,503","5400 S WARE RD, MCALLEN, TX 78503",367,06 07 08,26.16,-98.27,(956) 429-4150,www.ideapublicschools.org,538,-10939272.22626719,3019018.86932762
108807126,IDEA MAYS ACADEMY,108807,IDEA PUBLIC SCHOOLS,1210 HORAL RD,SAN ANTONIO,"78,245","1210 HORAL RD, SAN ANTONIO, TX 78245",674,KG 01 02 03 04 05,29.42,-98.65,(210) 529-3200,www.ideapublicschools.org,539,-10982177.19702896,3429680.7442379366
108807026,IDEA MAYS COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,1210 HORAL RD,SAN ANTONIO,"78,245","1210 HORAL RD, SAN ANTONIO, TX 78245",617,06 07 08 09 10 11,29.42,-98.65,(210) 529-3200,www.ideapublicschools.org,540,-10982177.19702896,3429680.7442379366
108807111,IDEA MCALLEN ACADEMY,108807,IDEA PUBLIC SCHOOLS,201 N BENTSEN RD,MCALLEN,"78,501","201 N BENTSEN RD, MCALLEN, TX 78501",858,PK KG 01 02 03 04 05,26.21,-98.27,(956) 429-4100,www.ideapublicschools.org,541,-10939284.981254445,3025123.695534567
108807011,IDEA MCALLEN COLLEGE PREPARATORY,108807,IDEA PUBLIC SCHOOLS,201 N BENTSEN RD,MCALLEN,"78,501","201 N BENTSEN RD, MCALLEN, TX 78501",751,06 07 08 09 10 11 12,26.21,-98.27,(956) 429-4100,www.ideapublicschools.org,542,-10939284.981254445,3025123.695534567
